buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,offiNm,preDeposit,preMonthlyRent,sggCd,sggNm,umdNm,useRRRight,매물유형
2021,24.01~26.01,신규,20,1,2024,"8,500",27.9,5,524-31,0,백억 팰리스,,,26530,사상구,괘법동,,오피스텔
2021,24.01~25.01,신규,25,1,2024,"2,000",27.63,5,564-8,50,사상역 포르투나 더 테라스,,,26530,사상구,괘법동,,오피스텔
2020,24.01~24.07,신규,17,1,2024,500,16.07,6,524-28,30,디알 에코시티,,,26530,사상구,괘법동,,오피스텔
2019,24.01~25.01,신규,22,1,2024,300,24.17,5,121-123,49,세종B클래스,,,26530,사상구,감전동,,오피스텔
2018,24.01~25.01,신규,7,1,2024,"1,000",23.71,8,60-40,60,퀸즈팰리스,,,26530,사상구,주례동,,오피스텔
2021,24.01~26.01,신규,28,1,2024,"4,600",17.48,14,550-9,10,사상세영엘리츠,,,26530,사상구,괘법동,,오피스텔
2021,24.01~24.12,신규,27,1,2024,"2,000",21.74,5,92-345,43,GH하우스,,,26530,사상구,주례동,,오피스텔
2023,24.01~25.01,신규,30,1,2024,500,26.7,8,890-7,50,일광역 스카이오션뷰 오피스텔,,,26710,기장군,일광읍 삼성리,,오피스텔
2021,24.01~25.01,신규,16,1,2024,300,26.91,8,720-6,50,ZOOM시티 오피스텔,,,26710,기장군,정관읍 매학리,,오피스텔
2012,24.02~25.02,신규,17,1,2024,300,27.16,8,718-1,30,우성스마트시티,,,26710,기장군,정관읍 매학리,,오피스텔
2020,24.02~25.01,신규,29,1,2024,200,21.59,6,832-3,42,명신 레포르 오피스텔,,,26710,기장군,장안읍 반룡리,,오피스텔
2012,24.02~26.02,신규,30,1,2024,"4,500",27.79,5,749-3,0,정관 그리나 오피스텔,,,26710,기장군,정관읍 매학리,,오피스텔
2012,24.01~25.01,신규,17,1,2024,300,27.16,13,718-1,35,우성스마트시티,,,26710,기장군,정관읍 매학리,,오피스텔
2021,24.01~25.01,신규,3,1,2024,300,26.91,10,720-6,50,ZOOM시티 오피스텔,,,26710,기장군,정관읍 매학리,,오피스텔
2023,24.01~25.01,신규,20,1,2024,"2,500",26.7,9,890-7,30,일광역 스카이오션뷰 오피스텔,,,26710,기장군,일광읍 삼성리,,오피스텔
2017,24.02~26.02,신규,11,1,2024,"12,500",59.98,13,94-8,0,에코하임 기장,,,26710,기장군,기장읍 대라리,,오피스텔
2012,24.02~25.02,신규,13,1,2024,300,27.16,10,718-1,40,우성스마트시티,,,26710,기장군,정관읍 매학리,,오피스텔
2023,,,29,1,2024,"19,000",74.53,14,178,0,대구역 제일풍경채 위너스카이,,,27110,중구,수창동,,오피스텔
2021,24.01~25.01,신규,15,1,2024,500,25.11,15,29-3,60,동성로 하우스디어반,,,27110,중구,남일동,,오피스텔
2017,25.01~26.01,신규,11,1,2024,"1,000",21.96,4,34-2,40,센트럴시티 오피스텔,,,27110,중구,하서동,,오피스텔
2021,24.02~26.02,신규,30,1,2024,"9,900",22.84,15,13-4,0,대구 동문동 현대썬앤빌 중앙로역 오피스텔,,,27110,중구,동문동,,오피스텔
2023,24.01~26.01,신규,10,1,2024,"2,000",43.31,11,41,65,힐스테이트 대구역,,,27110,중구,태평로2가,,오피스텔
2021,24.01~24.09,갱신,10,1,2024,"10,000",43.95,27,29-3,0,동성로 하우스디어반,"7,000",,27110,중구,남일동,,오피스텔
2021,24.01~24.09,갱신,10,1,2024,"7,000",43.95,27,29-3,0,동성로 하우스디어반,"10,000",45,27110,중구,남일동,,오피스텔
2023,24.01~26.01,신규,17,1,2024,"2,000",46.41,8,41,70,힐스테이트 대구역,,,27110,중구,태평로2가,,오피스텔
2021,24.01~25.01,갱신,6,1,2024,"12,000",22.84,8,13-4,0,대구 동문동 현대썬앤빌 중앙로역 오피스텔,"14,000",,27110,중구,동문동,,오피스텔
2023,24.01~26.03,신규,14,1,2024,"4,000",84.5,26,166,110,빌리브 프리미어,,,27110,중구,삼덕동2가,,오피스텔
2022,,,6,1,2024,"19,000",49.96,8,1508,0,동대구역 우방아이유쉘,,,27140,동구,신천동,,오피스텔
2015,24.01~25.01,신규,15,1,2024,500,21.5,19,286-2,40,부띠크시티 오피스텔,,,27140,동구,신천동,,오피스텔
2022,24.02~26.02,신규,6,1,2024,"9,000",25.52,10,327-3,5,동대구역 아펠리체,,,27140,동구,신천동,,오피스텔
2016,24.01~25.01,신규,23,1,2024,"1,000",32.34,12,326-21,60,부띠끄시티 드라마,,,27140,동구,신천동,,오피스텔
2015,24.02~25.02,신규,27,1,2024,500,35.8,6,207-12,45,동대구파크뷰,,,27140,동구,신암동,,오피스텔
2015,24.01~25.01,신규,30,1,2024,500,26.56,7,286-2,49,부띠크시티 오피스텔,,,27140,동구,신천동,,오피스텔
2023,24.02~25.02,신규,20,1,2024,"2,000",54.86,10,1860,85,동대구역 화성파크드림,,,27140,동구,신암동,,오피스텔
2015,24.01~25.01,신규,5,1,2024,300,27.69,5,1147-6,45,코아루파크뷰,,,27140,동구,신서동,,오피스텔
2018,24.01~25.01,갱신,31,1,2024,450,30,15,1537,43,협성휴포레 이시아폴리스 아파트,450,41,27140,동구,봉무동,,오피스텔
2015,24.02~25.02,신규,30,1,2024,500,28,10,1551-2,46,태왕아너스타워,,,27140,동구,봉무동,,오피스텔
2012,,,18,1,2024,"13,800",56.13,2,1635,0,강변 효성 백년가약,,,27200,남구,봉덕동,,오피스텔
2012,,,27,1,2024,"13,500",56.13,19,1635,0,강변 효성 백년가약,,,27200,남구,봉덕동,,오피스텔
2003,24.01~25.01,신규,9,1,2024,500,66.94,2,145-4,55,챠밍오퓨런스,,,27200,남구,대명동,,오피스텔
2021,24.01~26.01,신규,17,1,2024,500,20.19,13,2275-2,38,HanaStay 대명,,,27200,남구,대명동,,오피스텔
2021,24.01~26.01,신규,5,1,2024,"1,000",41.51,15,2275-2,60,HanaStay 대명,,,27200,남구,대명동,,오피스텔
2021,24.01~26.01,신규,4,1,2024,800,42.38,10,2275-2,61,HanaStay 대명,,,27200,남구,대명동,,오피스텔
2021,24.01~26.01,신규,26,1,2024,"1,000",42.38,6,2275-2,60,HanaStay 대명,,,27200,남구,대명동,,오피스텔
2021,24.01~26.01,신규,5,1,2024,500,20.2,7,2275-2,38,HanaStay 대명,,,27200,남구,대명동,,오피스텔
2021,24.01~26.01,갱신,24,1,2024,500,20.2,10,2275-2,38,HanaStay 대명,500,36,27200,남구,대명동,,오피스텔
2021,24.01~26.01,신규,30,1,2024,500,20.19,10,2275-2,34,HanaStay 대명,,,27200,남구,대명동,,오피스텔
2017,,,26,1,2024,"7,600",29.91,21,1761,0,침산화성파크드림,,,27230,북구,침산동,,오피스텔
2017,,,26,1,2024,"7,800",29.91,21,1761,0,침산화성파크드림,,,27230,북구,침산동,,오피스텔
2006,,,20,1,2024,500,34.16,5,140-2,45,오페라명작,,,27230,북구,칠성동2가,,오피스텔
2006,24.02~25.02,신규,20,1,2024,500,34.16,6,140-2,45,오페라명작,,,27230,북구,칠성동2가,,오피스텔
2015,24.02~25.02,신규,13,1,2024,"1,000",32.8,3,1-2,40,MH엘퍼스트 오페라,,,27230,북구,칠성동2가,,오피스텔
2013,24.01~26.01,신규,11,1,2024,200,32.36,3,385-10,48,침산태왕아너스로뎀,,,27230,북구,침산동,,오피스텔
2016,24.03~26.03,신규,6,1,2024,"5,000",59.8,17,89-1,60,태왕아너스로뎀플러스,,,27230,북구,칠성동2가,,오피스텔
2013,24.03~25.03,신규,27,1,2024,"1,000",32.36,14,385-10,45,침산태왕아너스로뎀,,,27230,북구,침산동,,오피스텔
2014,24.01~26.01,신규,24,1,2024,"10,000",49.46,4,955-1,10,(955-1),,,27230,북구,동천동,,오피스텔
2005,24.02~25.02,신규,27,1,2024,"1,000",33.24,11,2-2,43,침산1차푸르지오,,,27230,북구,칠성동2가,,오피스텔
2006,,,5,1,2024,"10,000",73.39,7,10-31,20,한라하우젠트,,,27260,수성구,신매동,,오피스텔
2006,,,20,1,2024,"16,000",73.39,16,10-31,0,한라하우젠트,,,27260,수성구,신매동,,오피스텔
2017,24.02~26.02,신규,24,1,2024,"9,900",29.8,20,177-3,0,마크팰리스 범어,,,27260,수성구,범어동,,오피스텔
2022,24.03~26.03,신규,27,1,2024,"3,000",84.13,40,566-3,100,시지 코오롱하늘채 스카이뷰,,,27260,수성구,신매동,,오피스텔
2022,24.01~26.02,신규,12,1,2024,"5,000",84.94,26,2-11,60,범어자이엘라,,,27260,수성구,범어동,,오피스텔
2017,24.01~25.01,신규,2,1,2024,"1,000",46.12,36,177-3,70,마크팰리스 범어,,,27260,수성구,범어동,,오피스텔
2020,24.01~25.01,신규,8,1,2024,"4,000",49.71,27,87-2,55,수성 헤센 더테라스,,,27260,수성구,두산동,,오피스텔
2020,24.02~25.02,신규,10,1,2024,"1,000",29.98,11,551-7,65,범어네거리 클래시아,,,27260,수성구,범어동,,오피스텔
2013,24.01~25.01,신규,17,1,2024,300,26.16,8,88,47,(88),,,27260,수성구,두산동,,오피스텔
2013,24.02~25.02,신규,15,1,2024,"1,000",47.16,2,2237,55,범어숲 화성파크드림 S,,,27260,수성구,범어동,,오피스텔
2022,24.01~26.01,신규,10,1,2024,"1,000",84.99,15,582-5,100,죽전역 화성파크드림,,,27290,달서구,감삼동,,오피스텔
2013,24.03~26.03,신규,27,1,2024,"12,500",49.61,6,857,8,(857),,,27290,달서구,이곡동,,오피스텔
2016,24.01~26.01,신규,16,1,2024,"5,000",46.92,2,1292,0,명가파밀리아,,,27290,달서구,이곡동,,오피스텔
2023,24.01~25.01,신규,9,1,2024,"2,000",84.82,30,573,90,죽전역 코아루 더리브,,,27290,달서구,감삼동,,오피스텔
2023,24.01~26.01,신규,9,1,2024,"20,000",84.37,4,279-1,0,빌리브 죽전,,,27290,달서구,죽전동,,오피스텔
,24.01~25.01,신규,13,1,2024,500,23.73,7,150-3,52,두류역 아이작큐브 오피스텔,,,27290,달서구,두류동,,오피스텔
,24.01~25.01,신규,13,1,2024,500,23.73,7,150-3,52,두류역 아이작큐브 오피스텔,,,27290,달서구,두류동,,오피스텔
2012,24.04~26.04,갱신,15,1,2024,"6,300",27.81,5,765,1,(765),"6,300",1,27290,달서구,이곡동,,오피스텔
2023,24.02~25.02,신규,31,1,2024,"2,000",84.73,27,747,90,빌리브 클라쎄,,,27290,달서구,본동,,오피스텔
2018,24.02~25.11,신규,15,1,2024,"2,000",62.32,8,72,80,월배역 라온프라이빗,,,27290,달서구,진천동,,오피스텔
2013,24.01~25.01,신규,23,1,2024,300,25.92,5,315,40,(315),,,27710,달성군,다사읍 매곡리,,오피스텔
2017,24.01~26.01,신규,3,1,2024,"1,000",27.31,7,606-2,45,한라하우젠트센트럴파크,,,27710,달성군,유가읍 봉리,,오피스텔
2021,24.07~25.07,신규,12,1,2024,300,20.65,16,505-2,40,대구 테크노폴리스 줌시티 오피스텔,,,27710,달성군,현풍읍 중리,,오피스텔
2014,24.01~25.01,신규,27,1,2024,500,28.99,5,210,48,주건축물제1동(210-0),,,27710,달성군,다사읍 죽곡리,,오피스텔
2018,24.05~26.05,신규,12,1,2024,"17,000",81.29,5,25-1,10,주건축물제1동,,,27710,달성군,다사읍 죽곡리,,오피스텔
2021,24.03~25.02,신규,28,1,2024,500,21.23,7,1575,45,다사역 삼정그린코아 더 베스트,,,27710,달성군,다사읍 매곡리,,오피스텔
2018,24.02~26.02,신규,20,1,2024,"1,000",59.72,4,1568,70,죽곡 삼정 그린코아 더 베스트,,,27710,달성군,다사읍 매곡리,,오피스텔
2017,24.02~25.02,신규,26,1,2024,500,27.31,13,606-2,50,한라하우젠트센트럴파크,,,27710,달성군,유가읍 봉리,,오피스텔
2022,24.02~26.02,신규,31,1,2024,"18,000",84.81,27,1578,0,힐스테이트 다사역,,,27710,달성군,다사읍 매곡리,,오피스텔
2017,24.03~26.03,신규,11,1,2024,"1,000",28.07,8,918,50,화원 이진캐스빌,,,27710,달성군,화원읍 천내리,,오피스텔
2018,24.01~26.01,신규,2,1,2024,"3,000",68.62,2,214-2,60,부국군위아파트,,,27720,군위군,군위읍 서부리,,오피스텔
2019,,,19,1,2024,"9,600",21.03,8,3092-3,0,더예스클라우드,,,28110,중구,운서동,,오피스텔
2023,,,19,1,2024,"2,000",59.92,14,30-9,80,제이시티팰리스,,,28110,중구,신흥동3가,,오피스텔
2019,24.02~26.02,신규,20,1,2024,"12,000",24.49,8,3087-2,0,솔리움센텀스카이,,,28110,중구,운서동,,오피스텔
2022,24.03~25.03,갱신,30,1,2024,500,21.03,4,3094-2,53,더 예스 포레스트,500,50,28110,중구,운서동,,오피스텔
2022,24.01~25.01,신규,16,1,2024,500,21.03,4,3094-2,60,더 예스 포레스트,,,28110,중구,운서동,,오피스텔
,24.03~25.03,갱신,15,1,2024,500,19.97,8,3093-4,60,운서역 파크뷰,500,60,28110,중구,운서동,사용,오피스텔
2021,24.01~25.12,신규,12,1,2024,"1,000",32.58,5,3093-7,80,글래드빌,,,28110,중구,운서동,,오피스텔
2019,24.01~25.01,신규,22,1,2024,300,19.47,15,3098-2,50,센트럴타워,,,28110,중구,운서동,,오피스텔
2018,25.01~27.01,신규,6,1,2024,550,19.75,10,3091-11,20,한지붕,,,28110,중구,운서동,,오피스텔
2019,24.02~26.02,신규,27,1,2024,"10,890",24.49,4,3087-2,0,솔리움센텀스카이,,,28110,중구,운서동,,오피스텔
2019,24.02~25.02,신규,17,1,2024,"1,500",22.13,4,64-3,53,동인천역코아루시티,,,28140,동구,송현동,,오피스텔
2019,24.02~25.02,신규,12,1,2024,500,22.13,9,64-3,47,동인천역코아루시티,,,28140,동구,송현동,,오피스텔
2019,24.02~26.02,신규,20,1,2024,"7,500",21.52,6,64-3,0,동인천역코아루시티,,,28140,동구,송현동,,오피스텔
2019,24.02~26.02,신규,15,1,2024,500,22.13,18,64-3,45,동인천역코아루시티,,,28140,동구,송현동,,오피스텔
2008,24.02~26.02,신규,27,1,2024,"20,700",106.27,7,230-6,0,예공바흐카운티,,,28140,동구,송림동,,오피스텔
2019,24.01~25.01,신규,13,1,2024,500,30.58,15,64-3,55,동인천역코아루시티,,,28140,동구,송현동,,오피스텔
2019,24.02~25.01,신규,13,1,2024,500,23.18,17,64-3,50,동인천역코아루시티,,,28140,동구,송현동,,오피스텔
2019,24.02~25.02,신규,17,1,2024,"15,000",22.13,4,64-3,53,동인천역코아루시티,,,28140,동구,송현동,,오피스텔
2015,24.03~26.03,신규,23,1,2024,"11,000",64.55,6,8-467,0,참좋은집,,,28140,동구,송림동,,오피스텔
2019,24.01~25.01,갱신,13,1,2024,500,22.13,6,64-3,48,동인천역코아루시티,500,44,28140,동구,송현동,,오피스텔
2019,,,26,1,2024,200,22.01,4,1422,25,골든스테이트,,,28177,미추홀구,주안동,,오피스텔
2019,,,6,1,2024,"8,000",20.74,6,985-4,0,도화 두손지젤시티,,,28177,미추홀구,도화동,,오피스텔
2014,24.01~25.01,신규,21,1,2024,300,20.9,3,78-9,29,숭의동 아르떼노블,,,28177,미추홀구,숭의동,,오피스텔
2023,24.01~26.01,신규,18,1,2024,"2,000",83.86,7,1040,95,주안역 미추홀 더리브,,,28177,미추홀구,도화동,,오피스텔
2020,24.01~25.01,신규,6,1,2024,"1,000",27.23,9,665-8,70,인하대역 헤리움 메트로 타워,,,28177,미추홀구,용현동,,오피스텔
,24.02~26.02,신규,2,1,2024,"1,500",60.94,17,75-5,80,투민힐스빌,,,28177,미추홀구,숭의동,,오피스텔
2003,24.02~25.02,신규,20,1,2024,300,28.51,8,238-1,40,오피스텔 디에이 리베로,,,28177,미추홀구,주안동,,오피스텔
2010,24.01~26.01,신규,4,1,2024,"1,000",53.92,10,286-5,50,앙상블2차,,,28177,미추홀구,주안동,,오피스텔
2018,24.02~25.02,신규,10,1,2024,"1,000",29.9,8,286-4,73,인하아리스타,,,28177,미추홀구,용현동,,오피스텔
2018,24.02~25.02,신규,13,1,2024,500,21.07,7,286-4,60,인하아리스타,,,28177,미추홀구,용현동,,오피스텔
2013,,,30,1,2024,"16,000",39.95,7,190-2,0,글로벌 캠퍼스 푸르지오,,,28185,연수구,송도동,,오피스텔
2016,,,27,1,2024,"16,500",34.68,25,149,0,롯데캐슬 캠퍼스타운,,,28185,연수구,송도동,,오피스텔
2019,,,7,1,2024,"13,500",26.27,4,8-20,0,송도 캐슬 센트럴파크,,,28185,연수구,송도동,,오피스텔
2020,,,31,1,2024,"13,000",29.92,24,311,0,랜드마크시티 센트럴 더샵,,,28185,연수구,송도동,,오피스텔
2016,,,13,1,2024,500,29.83,15,149,65,롯데캐슬 캠퍼스타운,,,28185,연수구,송도동,,오피스텔
2023,,,5,1,2024,"2,700",85,23,30-1,120,디에트르 송도 시그니처뷰,,,28185,연수구,송도동,,오피스텔
2020,,,5,1,2024,"20,000",84.8,13,311,0,랜드마크시티 센트럴 더샵,,,28185,연수구,송도동,,오피스텔
2016,,,6,1,2024,"16,400",34.68,11,149,0,롯데캐슬 캠퍼스타운,,,28185,연수구,송도동,,오피스텔
2020,,,16,1,2024,"22,000",84.09,5,316,0,힐스테이트 송도 더테라스,,,28185,연수구,송도동,,오피스텔
2020,,,20,1,2024,"25,000",84.91,15,316,0,힐스테이트 송도 더테라스,,,28185,연수구,송도동,,오피스텔
2011,,,31,1,2024,"13,300",47.75,21,637-2,0,코아루파크,,,28200,남동구,논현동,,오피스텔
2020,,,17,1,2024,"4,000",29.96,9,1608,48,신영구월지웰시티푸르지오,,,28200,남동구,구월동,,오피스텔
2011,,,23,1,2024,"9,000",30.01,5,637-2,0,코아루파크,,,28200,남동구,논현동,,오피스텔
2011,,,29,1,2024,"13,300",48.9,22,637-2,0,코아루파크,,,28200,남동구,논현동,,오피스텔
2020,,,6,1,2024,"1,000",29.76,21,1608,74,신영구월지웰시티푸르지오,,,28200,남동구,구월동,,오피스텔
2023,24.02~26.02,신규,2,1,2024,500,27.53,17,111-11,62,논현 센트레빌 라메르,,,28200,남동구,논현동,,오피스텔
2023,24.02~26.02,신규,29,1,2024,500,27.53,6,111-11,60,논현 센트레빌 라메르,,,28200,남동구,논현동,,오피스텔
2012,24.02~26.02,갱신,27,1,2024,"17,500",75.09,2,68-10,0,로젠하임,"19,000",,28200,남동구,간석동,사용,오피스텔
2003,24.01~26.01,신규,23,1,2024,300,27.72,9,573-1,37,성우 네오빌,,,28200,남동구,간석동,,오피스텔
2023,24.02~26.02,신규,23,1,2024,500,27.53,6,111-11,60,논현 센트레빌 라메르,,,28200,남동구,논현동,,오피스텔
2019,24.02~26.02,신규,10,1,2024,"1,000",68.71,7,436-11,95,카이저,,,28237,부평구,부평동,,오피스텔
2018,24.02~26.02,신규,17,1,2024,500,46.55,2,756-151,68,DS 까사,,,28237,부평구,부평동,,오피스텔
2005,24.01~25.01,신규,19,1,2024,500,32.48,9,126-9,47,유진마젤란주상복합,,,28237,부평구,부평동,,오피스텔
2022,24.01~25.01,신규,23,1,2024,"1,000",54.53,1,327-2,75,(327-2),,,28237,부평구,부개동,,오피스텔
2016,24.01~25.01,신규,8,1,2024,"2,000",59.45,14,452-11,90,블루밍아파트A동,,,28237,부평구,부평동,,오피스텔
2015,24.03~26.03,갱신,29,1,2024,"15,750",78.93,3,376-1,0,효행복마을,"15,000",,28237,부평구,부평동,사용,오피스텔
2019,24.04~25.04,신규,18,1,2024,"4,500",32.3,32,954,54,부평구청역대명벨리온,,,28237,부평구,부평동,,오피스텔
2022,24.01~26.03,신규,30,1,2024,"1,493",84.99,3,119-6,25,라비에벨,,,28237,부평구,산곡동,,오피스텔
2003,24.02~25.02,신규,6,1,2024,500,26.84,5,182-10,40,부평대덕아크로존,,,28237,부평구,부평동,,오피스텔
2018,24.04~25.03,신규,26,1,2024,500,26.14,19,534-88,60,부평 룩소르 주상복합아파트,,,28237,부평구,부평동,,오피스텔
2003,24.02~25.02,신규,8,1,2024,"1,000",45.75,8,910-9,50,작전동 910-9 업무시설 (이상관),,,28245,계양구,작전동,,오피스텔
2004,24.03~25.03,신규,20,1,2024,500,35.26,11,956-6,48,대덕 노바체,,,28245,계양구,계산동,,오피스텔
2004,24.04~25.04,신규,30,1,2024,500,28.21,11,1062,43,하이베라스,,,28245,계양구,계산동,,오피스텔
2004,24.01~25.01,신규,23,1,2024,300,30.47,9,1062,40,하이베라스,,,28245,계양구,계산동,,오피스텔
2003,24.01~25.01,신규,3,1,2024,500,31.98,10,1074-10,42,예일아트빌,,,28245,계양구,계산동,,오피스텔
2010,24.01~25.01,신규,4,1,2024,500,23.73,5,863-53,35,서림오피스텔,,,28245,계양구,작전동,,오피스텔
2002,24.02~25.02,신규,31,1,2024,300,30.02,10,1080-5,33,현해아이빌,,,28245,계양구,계산동,,오피스텔
2003,23.07~24.07,신규,3,1,2024,300,27.14,7,1074-7,38,대양 오피스텔,,,28245,계양구,계산동,,오피스텔
2004,24.01~25.01,신규,20,1,2024,500,28.21,7,1062,35,하이베라스,,,28245,계양구,계산동,,오피스텔
2004,24.02~25.02,신규,17,1,2024,500,30.47,7,1062,40,하이베라스,,,28245,계양구,계산동,,오피스텔
,,,27,1,2024,"1,000",23.69,11,980-8,40,검단사거리역 듀클래스,,,28260,서구,마전동,,오피스텔
2011,,,22,1,2024,"2,000",89.04,41,164-1,110,청라 엑슬루타워,,,28260,서구,청라동,,오피스텔
2018,,,14,1,2024,"21,000",55.24,25,156-1,0,청라센트럴에일린의뜰,,,28260,서구,청라동,,오피스텔
2018,,,22,1,2024,"1,000",55.24,15,156-1,100,청라센트럴에일린의뜰,,,28260,서구,청라동,,오피스텔
2013,,,17,1,2024,"19,000",59.99,13,160-1,0,청라린스트라우스,,,28260,서구,청라동,,오피스텔
2018,,,5,1,2024,"21,000",55.24,7,156-1,0,청라센트럴에일린의뜰,,,28260,서구,청라동,,오피스텔
2013,,,16,1,2024,"2,000",102.13,31,159-1,130,청라 롯데캐슬,,,28260,서구,청라동,,오피스텔
2018,,,13,1,2024,"22,000",55.24,23,156-1,0,청라센트럴에일린의뜰,,,28260,서구,청라동,,오피스텔
2023,,,8,1,2024,"2,000",22.52,17,6-2,25,청라국제도시역 웨이브리치,,,28260,서구,청라동,,오피스텔
2023,,,5,1,2024,"2,000",27.21,14,6-2,20,청라국제도시역 웨이브리치,,,28260,서구,청라동,,오피스텔
2019,24.01~25.01,신규,12,1,2024,"1,000",28.13,3,753-7,40,강화 인더스타운 4,,,28710,강화군,강화읍 월곳리,,오피스텔
2019,,,12,1,2024,"1,000",28.13,3,753-7,40,강화 인더스타운 4,,,28710,강화군,강화읍 월곳리,,오피스텔
2022,24.01~25.01,신규,22,1,2024,500,29.67,6,96,45,대인동 영무 파라드 3차 오피스텔,,,29110,동구,대인동,,오피스텔
2022,24.02~25.02,신규,7,1,2024,500,25.21,7,19-3,42,문화전당역 오펠리움,,,29110,동구,금동,,오피스텔
2003,24.01~25.01,신규,27,1,2024,200,25.74,2,187-45,33,(187-45),,,29110,동구,지산동,,오피스텔
2021,24.01~25.01,신규,5,1,2024,500,32.75,18,48,50,호남동 중우 아펠리스,,,29110,동구,호남동,,오피스텔
2021,24.01~25.01,신규,5,1,2024,500,32.75,8,48,45,호남동 중우 아펠리스,,,29110,동구,호남동,,오피스텔
2023,24.03~26.03,신규,15,1,2024,"11,000",26.53,5,135,0,엘크루에스아이타워,,,29110,동구,불로동,,오피스텔
2020,24.02~26.02,신규,20,1,2024,"15,000",49.32,12,245-16,0,동명동 센트럴파크,,,29110,동구,동명동,,오피스텔
2021,24.02~26.02,신규,25,1,2024,"11,000",32.75,11,48,0,호남동 중우 아펠리스,,,29110,동구,호남동,,오피스텔
2022,24.02~26.02,신규,20,1,2024,"10,000",25.21,18,19-3,0,문화전당역 오펠리움,,,29110,동구,금동,,오피스텔
2022,24.02~26.02,신규,30,1,2024,"10,000",29.48,8,68-1,0,금남로 유탑유블레스 원시티,,,29110,동구,수기동,,오피스텔
,24.01~25.01,신규,18,1,2024,300,22.34,23,971-12,60,상무 모아 미래도 레이크,,,29140,서구,쌍촌동,,오피스텔
,24.02~26.02,신규,12,1,2024,"20,000",51.98,7,971-12,0,상무 모아 미래도 레이크,,,29140,서구,쌍촌동,,오피스텔
2020,24.01~25.01,신규,3,1,2024,"1,000",42.19,6,1220-3,90,상무지구 영무예다음 주상복합,,,29140,서구,치평동,,오피스텔
2015,24.01~25.01,신규,3,1,2024,200,27.36,4,1006-18,42,에드가리움 1차,,,29140,서구,쌍촌동,,오피스텔
,24.02~26.02,신규,6,1,2024,"1,000",24.88,23,971-12,60,상무 모아 미래도 레이크,,,29140,서구,쌍촌동,,오피스텔
2020,24.01~26.01,신규,24,1,2024,"10,000",28.21,8,1220-3,0,상무지구 영무예다음 주상복합,,,29140,서구,치평동,,오피스텔
2015,24.01~25.01,신규,3,1,2024,300,27.36,10,1006-18,40,에드가리움 1차,,,29140,서구,쌍촌동,,오피스텔
2018,24.04~26.04,신규,15,1,2024,"9,500",31.06,8,1106-1,0,캐슬온리뷰,,,29140,서구,풍암동,,오피스텔
2014,24.01~25.01,신규,12,1,2024,500,29.94,8,1203-1,43,중흥에스-클래스스카이31,,,29140,서구,치평동,,오피스텔
2019,24.03~26.03,신규,29,1,2024,"2,000",83.61,11,250-25,80,금호동서진엘리체오피스텔,,,29140,서구,금호동,,오피스텔
2017,,,14,1,2024,"24,000",84.97,5,1095,0,에이치알아팰리스,,,29155,남구,봉선동,,오피스텔
2013,25.01~27.01,신규,6,1,2024,200,29.48,5,1206-11,30,(1206-11),,,29155,남구,주월동,,오피스텔
2016,24.01~25.01,신규,19,1,2024,300,24.15,4,573-1,29,(573-1),,,29155,남구,진월동,,오피스텔
2016,24.01~25.01,신규,8,1,2024,300,24.15,3,573-1,36,(573-1),,,29155,남구,진월동,,오피스텔
2016,24.01~25.01,신규,10,1,2024,300,28.52,3,573-1,17,(573-1),,,29155,남구,진월동,,오피스텔
2016,24.01~24.12,신규,1,1,2024,300,23.46,2,573-1,38,(573-1),,,29155,남구,진월동,,오피스텔
2016,24.02~25.02,신규,3,1,2024,300,23.46,3,573-1,36,(573-1),,,29155,남구,진월동,,오피스텔
2014,24.03~26.03,신규,24,1,2024,"10,500",47.98,8,620-7,0,프라임로하스,,,29155,남구,백운동,,오피스텔
2020,24.01~25.01,신규,4,1,2024,300,27.37,2,568-8,48,주1동,,,29155,남구,진월동,,오피스텔
2004,24.03~26.03,신규,10,1,2024,"1,500",24.57,4,1-21,20,남구구동오피스텔,,,29155,남구,구동,,오피스텔
2017,,,31,1,2024,"17,000",84.89,6,591,0,휴먼파크 서희스타힐스,,,29170,북구,각화동,,오피스텔
2014,24.01~25.04,신규,4,1,2024,"8,000",46.17,4,857-14,11,휴먼아트빌,,,29170,북구,오치동,,오피스텔
2022,24.03~26.03,신규,13,1,2024,"13,000",51.34,2,141,0,금남로 대광로제비앙,,,29170,북구,유동,,오피스텔
2020,24.02~26.02,신규,23,1,2024,"2,000",68.61,10,608,55,각화 센트럴파크 서희스타힐스,,,29170,북구,각화동,,오피스텔
1998,24.01~25.01,신규,23,1,2024,200,21.7,7,134-7,20,제일오피스텔,,,29170,북구,신안동,,오피스텔
2022,24.02~26.02,신규,19,1,2024,"2,000",67.8,8,1348,60,동림동 우방 아이유쉘 1차,,,29170,북구,동림동,,오피스텔
2020,24.02~26.02,신규,27,1,2024,"2,000",68.61,2,608,65,각화 센트럴파크 서희스타힐스,,,29170,북구,각화동,,오피스텔
2020,24.01~26.01,신규,5,1,2024,"2,000",68.61,6,608,60,각화 센트럴파크 서희스타힐스,,,29170,북구,각화동,,오피스텔
2023,24.03~26.03,신규,30,1,2024,"16,700",59.99,18,724,0,더샵 광주 포레스트,,,29170,북구,각화동,,오피스텔
