buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,offiNm,preDeposit,preMonthlyRent,sggCd,sggNm,umdNm,useRRRight,매물유형
,,,21,1,2024,"21,000",84.93,12,1284,0,천안불당2차 중흥S-클래스 프라디움레이크,,,44133,천안시 서북구,불당동,,오피스텔
2017,,,20,1,2024,"26,000",84.93,27,1544,0,천안 불당 지웰시티푸르지오 1단지,,,44133,천안시 서북구,불당동,,오피스텔
2015,24.04~25.04,갱신,18,1,2024,500,35.96,2,355-2,45,트윈스2,500,45,44180,보령시,궁촌동,사용,오피스텔
2022,24.02~25.02,신규,31,1,2024,500,33.79,3,352-1,55,모던 오피스텔,,,44180,보령시,궁촌동,,오피스텔
2022,24.02~25.02,신규,5,1,2024,500,59.69,4,352-1,60,모던 오피스텔,,,44180,보령시,궁촌동,,오피스텔
2023,24.02~26.02,신규,14,1,2024,"1,000",21.2,9,730,30,브라운스톤 갤럭시,,,44200,아산시,탕정면 용두리,,오피스텔
2018,24.02~25.02,신규,19,1,2024,500,22.05,8,1759,32,시그마빌S,,,44200,아산시,배방읍 장재리,,오피스텔
2024,25.02~26.02,신규,22,1,2024,"1,000",39.9,16,1720,70,천안아산역 미소지움 더 테라스 오피스텔,,,44200,아산시,배방읍 장재리,,오피스텔
2021,25.03~27.03,신규,16,1,2024,"23,000",77.17,15,1739,0,천안아산역 더리브,,,44200,아산시,배방읍 장재리,,오피스텔
2020,24.02~26.02,신규,13,1,2024,"11,000",31.71,9,1719,0,코아루웰메이드시티,,,44200,아산시,배방읍 장재리,,오피스텔
2018,24.02~25.02,신규,30,1,2024,500,38.07,18,1731,70,파모스라움,,,44200,아산시,배방읍 장재리,,오피스텔
2020,24.02~25.01,신규,13,1,2024,500,32.29,3,1719,55,코아루웰메이드시티,,,44200,아산시,배방읍 장재리,,오피스텔
2020,24.01~25.01,신규,18,1,2024,500,22.16,18,1719,45,코아루웰메이드시티,,,44200,아산시,배방읍 장재리,,오피스텔
2021,24.01~26.01,신규,25,1,2024,"12,600",34.23,13,1721,0,코아루 테크노시티 오피스텔,,,44200,아산시,배방읍 장재리,,오피스텔
2020,24.02~25.02,신규,13,1,2024,"1,700",30.91,17,1719,45,코아루웰메이드시티,,,44200,아산시,배방읍 장재리,,오피스텔
2012,,,27,1,2024,300,22.4,2,701,30,스마트 701,,,44210,서산시,석림동,,오피스텔
2019,24.01~25.01,신규,28,1,2024,500,24.3,10,102-125,47,코오롱 레이크뷰,,,44210,서산시,읍내동,,오피스텔
2019,24.01~25.01,신규,30,1,2024,"1,000",39.22,21,102-125,65,코오롱 레이크뷰,,,44210,서산시,읍내동,,오피스텔
2019,24.01~25.01,신규,10,1,2024,"1,000",39.22,24,102-125,65,코오롱 레이크뷰,,,44210,서산시,읍내동,,오피스텔
2019,24.01~25.01,신규,23,1,2024,500,25.41,16,102-125,50,코오롱 레이크뷰,,,44210,서산시,읍내동,,오피스텔
2019,24.01~25.01,신규,20,1,2024,500,25.41,18,102-125,50,코오롱 레이크뷰,,,44210,서산시,읍내동,,오피스텔
2019,24.02~26.02,신규,29,1,2024,"1,000",35.26,12,102-125,71,코오롱 레이크뷰,,,44210,서산시,읍내동,,오피스텔
2018,,,15,1,2024,"4,500",18.03,13,1000-4,0,코아루시티,,,44210,서산시,동문동,,오피스텔
2019,24.01~25.01,신규,26,1,2024,"1,000",24.03,15,1645,46,이안 큐브 오피스텔,,,44210,서산시,성연면 오사리,,오피스텔
2019,24.01~25.01,신규,22,1,2024,500,24.03,15,1645,52,이안 큐브 오피스텔,,,44210,서산시,성연면 오사리,,오피스텔
2020,24.01~25.01,신규,6,1,2024,"1,000",26.12,6,1237,40,신논산 그라시움,,,44230,논산시,내동,,오피스텔
2020,24.02~25.02,신규,20,1,2024,"3,000",35.52,3,1237,35,신논산 그라시움,,,44230,논산시,내동,,오피스텔
2021,24.01~25.01,신규,3,1,2024,"1,000",23.47,7,1234,45,그대안애PlusⅣ,,,44230,논산시,내동,,오피스텔
2021,24.02~25.02,갱신,14,1,2024,"1,000",23.47,3,1234,45,그대안애PlusⅣ,"1,000",40,44230,논산시,내동,,오피스텔
2020,24.02~25.02,신규,27,1,2024,"1,000",35.52,7,1237,50,신논산 그라시움,,,44230,논산시,내동,,오피스텔
2021,24.01~25.01,신규,3,1,2024,"1,000",29.11,8,1234,50,그대안애PlusⅣ,,,44230,논산시,내동,,오피스텔
2021,24.01~25.01,신규,4,1,2024,500,23.47,4,1234,50,그대안애PlusⅣ,,,44230,논산시,내동,,오피스텔
2020,24.02~26.02,신규,10,1,2024,"7,000",26.12,3,1237,0,신논산 그라시움,,,44230,논산시,내동,,오피스텔
2024,24.02~24.02,신규,31,1,2024,"1,000",29.25,3,1238,50,그대안애plus Ⅶ,,,44230,논산시,내동,,오피스텔
2019,24.01~25.01,신규,5,1,2024,500,27.12,3,1048-4,50,주 1동,,,44230,논산시,취암동,,오피스텔
2005,24.02~25.02,신규,18,1,2024,500,39.56,9,146-9,44,쉐리움,,,44250,계룡시,금암동,,오피스텔
2005,24.01~25.01,신규,17,1,2024,500,37.54,3,146-9,45,쉐리움,,,44250,계룡시,금암동,,오피스텔
2005,24.01~25.01,신규,4,1,2024,500,39.28,4,146-9,45,쉐리움,,,44250,계룡시,금암동,,오피스텔
2005,,신규,25,1,2024,500,41.05,5,146-9,45,쉐리움,,,44250,계룡시,금암동,,오피스텔
2005,24.02~25.02,신규,5,1,2024,500,37.54,8,146-9,45,쉐리움,,,44250,계룡시,금암동,,오피스텔
2022,,,5,1,2024,"8,500",76.12,2,345-99,0,1동,,,44270,당진시,신평면 금천리,,오피스텔
2023,24.01~24.07,신규,15,1,2024,500,27.6,3,1583,50,주건축물제1동,,,44270,당진시,석문면 통정리,,오피스텔
2011,24.02~25.02,신규,20,1,2024,"1,000",48.41,5,999,50,(999),,,44270,당진시,수청동,,오피스텔
2011,24.02~25.02,신규,23,1,2024,"1,500",49.46,7,999,50,(999),,,44270,당진시,수청동,,오피스텔
2011,24.02~26.02,신규,23,1,2024,"9,500",49.46,6,999,0,(999),,,44270,당진시,수청동,,오피스텔
2018,24.02~25.02,신규,17,1,2024,"1,000",49.18,2,1805,65,당진하우시스,,,44270,당진시,대덕동,,오피스텔
2018,24.02~25.02,갱신,15,1,2024,"1,000",50.58,5,1805,65,당진하우시스,"1,000",63,44270,당진시,대덕동,,오피스텔
2011,24.01~25.01,신규,8,1,2024,"1,000",48.41,9,999,55,(999),,,44270,당진시,수청동,,오피스텔
2018,24.02~25.02,갱신,15,1,2024,500,28.06,3,1805,51,당진하우시스,500,48,44270,당진시,대덕동,사용,오피스텔
2018,24.01~25.01,신규,8,1,2024,"1,000",53.4,2,1805,65,당진하우시스,,,44270,당진시,대덕동,,오피스텔
2023,24.01~25.01,신규,7,1,2024,500,22.5,5,535,40,(535),,,44770,서천군,서천읍 군사리,,오피스텔
2014,24.02~25.02,신규,10,1,2024,300,23.22,6,895,40,빌앤더스오피스텔,,,44800,홍성군,홍북읍 신경리,,오피스텔
2014,24.02~25.02,신규,31,1,2024,500,22.84,3,893,40,내포제나우스오피스텔,,,44800,홍성군,홍북읍 신경리,,오피스텔
2014,24.02~26.02,신규,23,1,2024,"6,000",23.22,2,895,0,빌앤더스오피스텔,,,44800,홍성군,홍북읍 신경리,,오피스텔
2014,24.01~25.01,신규,30,1,2024,300,23.22,7,895,40,빌앤더스오피스텔,,,44800,홍성군,홍북읍 신경리,,오피스텔
2014,24.01~26.01,신규,19,1,2024,500,22.84,4,893,40,내포제나우스오피스텔,,,44800,홍성군,홍북읍 신경리,,오피스텔
2014,24.01~25.01,신규,18,1,2024,300,23.22,4,895,40,빌앤더스오피스텔,,,44800,홍성군,홍북읍 신경리,,오피스텔
2022,,,14,1,2024,500,22.98,6,907,55,주1동,,,44800,홍성군,홍북읍 신경리,,오피스텔
2018,24.02~25.02,신규,28,1,2024,500,32.87,6,960,45,내포에드가오피스텔2차,,,44810,예산군,삽교읍 목리,,오피스텔
2019,24.01~24.07,신규,20,1,2024,300,23.9,5,920-2,45,엔젤스타워2,,,44810,예산군,삽교읍 목리,,오피스텔
2018,24.02~25.02,신규,16,1,2024,300,23.68,7,960,37,내포에드가오피스텔2차,,,44810,예산군,삽교읍 목리,,오피스텔
2018,24.02~25.02,신규,16,1,2024,500,32.87,6,960,52,내포에드가오피스텔2차,,,44810,예산군,삽교읍 목리,,오피스텔
2019,,,8,1,2024,300,23.9,5,920-2,40,엔젤스타워2,,,44810,예산군,삽교읍 목리,,오피스텔
2011,24.03~25.03,갱신,26,1,2024,300,34.5,5,1170-25,33,스타팰리스(1170-25),300,33,46110,목포시,석현동,사용,오피스텔
2003,24.01~25.01,신규,3,1,2024,"1,000",31.5,3,1766,23,한성골든빌,,,46110,목포시,산정동,,오피스텔
2004,24.02~26.02,신규,4,1,2024,"4,000",41.43,10,786-2,0,성광오피스텔,,,46110,목포시,상동,,오피스텔
2002,24.01~24.12,신규,1,1,2024,70,15.36,2,1779,27,중앙오피스텔,,,46110,목포시,산정동,,오피스텔
2003,24.01~26.01,신규,25,1,2024,100,18.36,7,823-7,15,21세기하이트오피스텔,,,46110,목포시,상동,,오피스텔
2002,24.01~25.01,신규,29,1,2024,200,39,3,955-7,38,멋지다오피스텔,,,46110,목포시,옥암동,,오피스텔
2003,24.01~25.01,신규,28,1,2024,100,31.5,2,1766,30,한성골든빌,,,46110,목포시,산정동,,오피스텔
2011,24.02~25.02,신규,16,1,2024,300,34.5,7,1170-23,33,스타팰리스(1170-23),,,46110,목포시,석현동,,오피스텔
2002,24.01~25.01,신규,26,1,2024,50,23.76,4,780-2,28,한성샤론빌,,,46110,목포시,상동,,오피스텔
2016,24.01~24.12,신규,25,1,2024,300,39.27,7,1336-32,50,달동 M타운,,,46110,목포시,달동,,오피스텔
2020,24.01~25.01,신규,31,1,2024,500,31.8,3,1719-4,50,VIGO CITY 오피스텔,,,46130,여수시,웅천동,,오피스텔
2020,24.04~26.04,신규,17,1,2024,700,59.86,11,1047-10,60,오션힐오피스텔,,,46130,여수시,돌산읍 우두리,,오피스텔
2022,24.02~25.02,신규,30,1,2024,500,34.32,3,1806-1,55,여수 웅천캐슬스타,,,46130,여수시,웅천동,,오피스텔
2020,24.01~25.01,신규,8,1,2024,200,27.19,4,1875-1,48,포레나 여수 웅천 디 아일랜드,,,46130,여수시,웅천동,,오피스텔
2020,24.02~25.02,신규,31,1,2024,500,27.19,9,1875-1,47,포레나 여수 웅천 디 아일랜드,,,46130,여수시,웅천동,,오피스텔
2018,24.01~25.01,신규,29,1,2024,300,29.45,4,2037-4,45,오션블루 오피스텔,,,46130,여수시,덕충동,,오피스텔
2022,24.02~25.02,신규,28,1,2024,500,27.42,2,1806-1,47,여수 웅천캐슬스타,,,46130,여수시,웅천동,,오피스텔
2020,24.02~25.01,신규,17,1,2024,500,26.37,4,61-1,53,스위트엠 학동,,,46130,여수시,학동,,오피스텔
2022,24.02~25.01,신규,16,1,2024,500,33.47,5,1887-1,58,웅천 롯데캐슬 마리나,,,46130,여수시,웅천동,,오피스텔
2022,24.02~25.02,신규,31,1,2024,"1,000",59.98,1,1806-1,66,여수 웅천캐슬스타,,,46130,여수시,웅천동,,오피스텔
2019,24.01~25.01,신규,17,1,2024,"3,000",43.94,7,1721-1,50,(1721-1),,,46150,순천시,조례동,,오피스텔
2003,24.02~25.02,신규,22,1,2024,200,29.6,3,85,27,(85),,,46150,순천시,석현동,,오피스텔
2010,24.01~25.01,신규,20,1,2024,100,36.58,8,151-18,35,(151-18),,,46150,순천시,조곡동,,오피스텔
2008,24.01~25.01,신규,15,1,2024,"1,700",30.44,7,1593-3,10,(1593-3),,,46150,순천시,조례동,,오피스텔
2001,,,3,1,2024,100,43.8,8,68-12,25,순천강남타워,,,46150,순천시,동외동,,오피스텔
2008,,,4,1,2024,200,27.6,6,882-11,30,(882-11),,,46150,순천시,풍덕동,,오피스텔
2014,24.01~26.02,갱신,27,1,2024,"7,000",28.42,10,197,0,중흥에스-클래스메가티움1차,"8,400",,46170,나주시,빛가람동,,오피스텔
2020,24.04~25.03,갱신,25,1,2024,"3,000",30.77,4,204-1,37,휴로스센트럴 오피스텔,"3,000",38,46170,나주시,빛가람동,,오피스텔
2014,24.01~25.01,신규,10,1,2024,300,28.42,7,197,40,중흥에스-클래스메가티움1차,,,46170,나주시,빛가람동,,오피스텔
2020,24.01~25.01,신규,6,1,2024,500,30.77,5,204-1,45,휴로스센트럴 오피스텔,,,46170,나주시,빛가람동,,오피스텔
2015,24.04~25.04,신규,19,1,2024,300,26.48,6,279-4,35,광주전남혁신도시 포레루체오피스텔,,,46170,나주시,빛가람동,,오피스텔
2015,24.02~25.01,신규,26,1,2024,300,28.42,3,200,40,중흥에스-클래스메가티움2차,,,46170,나주시,빛가람동,,오피스텔
2015,24.02~25.02,신규,23,1,2024,300,28.42,6,200,40,중흥에스-클래스메가티움2차,,,46170,나주시,빛가람동,,오피스텔
2015,24.02~25.01,신규,25,1,2024,300,28.42,9,200,40,중흥에스-클래스메가티움2차,,,46170,나주시,빛가람동,,오피스텔
2015,24.02~25.01,신규,25,1,2024,300,28.42,5,200,40,중흥에스-클래스메가티움2차,,,46170,나주시,빛가람동,,오피스텔
2015,24.02~25.02,신규,29,1,2024,300,26.48,6,279-4,35,광주전남혁신도시 포레루체오피스텔,,,46170,나주시,빛가람동,,오피스텔
2022,24.02~26.02,신규,28,1,2024,"10,000",177.51,2,3191,0,대현 스카이캐슬,,,46770,고흥군,도양읍 봉암리,,오피스텔
2018,,,18,1,2024,"1,500",29.94,2,215-21,40,고흥 센트럴파크 2차,,,46770,고흥군,고흥읍 서문리,,오피스텔
2018,,,4,1,2024,400,20.63,2,215-21,40,고흥 센트럴파크 2차,,,46770,고흥군,고흥읍 서문리,,오피스텔
2004,24.01~25.01,신규,29,1,2024,100,37.1,8,380-4,35,오피스텔,,,46820,해남군,해남읍 해리,,오피스텔
2019,,,22,1,2024,"18,000",84.73,12,2624,0,남악센트레빌리버파크,,,46840,무안군,삼향읍 남악리,,오피스텔
2019,,,20,1,2024,"16,500",84.73,10,2624,0,남악센트레빌리버파크,,,46840,무안군,삼향읍 남악리,,오피스텔
2019,24.03~26.03,신규,16,1,2024,"17,900",84.73,3,2624,0,남악센트레빌리버파크,,,46840,무안군,삼향읍 남악리,,오피스텔
2014,24.01~25.01,신규,10,1,2024,300,28.24,7,1476,35,남악 유탑유블레스900,,,46840,무안군,삼향읍 남악리,,오피스텔
2019,25.02~27.02,갱신,6,1,2024,"13,100",84.73,1,2624,0,남악센트레빌리버파크,"12,700",,46840,무안군,삼향읍 남악리,,오피스텔
2015,24.01~26.01,신규,17,1,2024,"5,950",28.5,10,1475,0,남악도휘에드가7차오피스텔,,,46840,무안군,삼향읍 남악리,,오피스텔
2015,24.01~25.01,갱신,8,1,2024,"6,500",29.64,3,2118,0,남악도휘에드가6차오피스텔,"6,500",,46840,무안군,삼향읍 남악리,,오피스텔
2013,24.01~25.01,신규,2,1,2024,500,36.27,3,2115,40,남악도휘에드가2차오피스텔,,,46840,무안군,삼향읍 남악리,,오피스텔
2013,24.02~26.02,신규,30,1,2024,"7,000",34.32,12,1472,0,(1472),,,46840,무안군,삼향읍 남악리,,오피스텔
2013,24.01~26.01,신규,21,1,2024,"6,500",42.12,7,1472,0,(1472),,,46840,무안군,삼향읍 남악리,,오피스텔
2022,24.02~25.02,신규,26,1,2024,500,28.02,3,28,46,오피스텔 지수,,,46870,영광군,영광읍 녹사리,,오피스텔
2017,,,29,1,2024,"1,000",62.41,6,1422-2,30,월드클래스1차,,,46880,장성군,장성읍 유탕리,,오피스텔
2003,24.01~25.01,신규,12,1,2024,300,29.25,4,363-24,40,은성오피스텔,,,46890,완도군,완도읍 군내리,,오피스텔
2018,24.04~26.03,신규,27,1,2024,"12,600",34.19,15,938,0,대잠 코아루타워,,,47111,포항시 남구,대잠동,,오피스텔
2018,24.01~25.01,신규,15,1,2024,500,26.98,9,938,55,대잠 코아루타워,,,47111,포항시 남구,대잠동,,오피스텔
2018,24.02~25.02,신규,31,1,2024,"1,000",34.51,11,938,55,대잠 코아루타워,,,47111,포항시 남구,대잠동,,오피스텔
2018,24.02~25.02,신규,31,1,2024,"1,000",34.51,11,938,65,대잠 코아루타워,,,47111,포항시 남구,대잠동,,오피스텔
2018,24.03~26.03,신규,23,1,2024,"9,500",26.98,3,938,0,대잠 코아루타워,,,47111,포항시 남구,대잠동,,오피스텔
2018,24.02~26.02,신규,23,1,2024,"10,000",26.98,10,938,0,대잠 코아루타워,,,47111,포항시 남구,대잠동,,오피스텔
2018,24.02~26.02,신규,18,1,2024,"7,000",26.98,7,938,25,대잠 코아루타워,,,47111,포항시 남구,대잠동,,오피스텔
2018,24.02~25.02,갱신,30,1,2024,500,26.98,5,938,55,대잠 코아루타워,500,53,47111,포항시 남구,대잠동,,오피스텔
2018,24.03~25.03,신규,11,1,2024,500,26.98,18,938,55,대잠 코아루타워,,,47111,포항시 남구,대잠동,,오피스텔
2020,24.02~26.02,신규,22,1,2024,"2,000",52.63,4,401-8,50,(401-8),,,47111,포항시 남구,효자동,,오피스텔
2016,24.04~26.07,신규,14,1,2024,"10,000",81.36,2,1412-6,0,(1412-6),,,47113,포항시 북구,장성동,,오피스텔
2002,,,22,1,2024,200,32.56,4,709-14,38,주1(709-14),,,47113,포항시 북구,죽도동,,오피스텔
2016,24.01~25.01,신규,3,1,2024,"3,000",53.31,8,52-4,60,델라이츠,,,47113,포항시 북구,죽도동,,오피스텔
2017,24.01~25.01,신규,5,1,2024,"1,000",73.98,6,1461-8,55,(1461-8),,,47113,포항시 북구,장성동,,오피스텔
2003,,,2,1,2024,"1,500",30.6,2,839,30,필 오피스텔,,,47113,포항시 북구,두호동,,오피스텔
2017,,,13,1,2024,"1,500",84.54,2,1276-3,85,용황 동부이끌림,,,47130,경주시,용강동,,오피스텔
2016,24.01~26.01,신규,6,1,2024,500,78.76,5,1079,70,동부이끌림,,,47130,경주시,시래동,,오피스텔
2017,,,23,1,2024,"14,500",84.54,10,1276-3,0,용황 동부이끌림,,,47130,경주시,용강동,,오피스텔
2012,24.01~26.01,신규,16,1,2024,300,59.81,2,1-4,65,동부이끌림2차,,,47130,경주시,성건동,,오피스텔
2017,24.01~26.01,갱신,23,1,2024,"14,400",84.54,10,1276-3,0,용황 동부이끌림,"15,000",,47130,경주시,용강동,사용,오피스텔
2014,,,7,1,2024,"5,000",52.13,2,771,0,LOVE HOUSE,,,47130,경주시,동천동,,오피스텔
2017,,,23,1,2024,"16,000",84.54,10,1276-3,0,용황 동부이끌림,,,47130,경주시,용강동,,오피스텔
2012,24.02~26.01,신규,10,1,2024,"11,000",59.81,7,1-4,0,동부이끌림2차,,,47130,경주시,성건동,,오피스텔
2008,24.01~25.01,신규,15,1,2024,"1,000",48.78,7,600-1,45,(600-1),,,47130,경주시,성건동,,오피스텔
2015,24.03~26.03,갱신,8,1,2024,"14,000",84.02,5,326-1,0,성호마루한빌2차,"13,500",,47130,경주시,황성동,사용,오피스텔
2017,,,17,1,2024,"5,500",28.95,23,798,16,김천 파크드림 시티써밋,,,47150,김천시,율곡동,,오피스텔
2017,,,27,1,2024,"10,800",35.76,9,798,0,김천 파크드림 시티써밋,,,47150,김천시,율곡동,,오피스텔
2017,,,27,1,2024,"11,000",35.76,9,798,0,김천 파크드림 시티써밋,,,47150,김천시,율곡동,,오피스텔
2016,24.02~26.02,신규,29,1,2024,"7,500",25.97,10,797,0,한신休시티,,,47150,김천시,율곡동,,오피스텔
2015,24.01~25.01,신규,18,1,2024,200,27.28,9,811,34,영무 메트로,,,47150,김천시,율곡동,,오피스텔
2016,24.02~25.01,신규,30,1,2024,300,28.63,19,812,38,김천 코아루 파크드림 시티,,,47150,김천시,율곡동,,오피스텔
2016,24.01~24.02,신규,25,1,2024,100,25.97,14,797,48,한신休시티,,,47150,김천시,율곡동,,오피스텔
2016,24.02~25.02,신규,24,1,2024,100,25.97,25,797,35,한신休시티,,,47150,김천시,율곡동,,오피스텔
2016,24.01~24.06,신규,2,1,2024,100,25.97,15,797,43,한신休시티,,,47150,김천시,율곡동,,오피스텔
2017,24.01~25.01,갱신,3,1,2024,500,34.03,24,798,47,김천 파크드림 시티써밋,500,45,47150,김천시,율곡동,사용,오피스텔
2017,24.01~25.01,신규,2,1,2024,300,25.84,5,1631,43,코아루프라임시티오피스텔2차,,,47170,안동시,풍천면 갈전리,,오피스텔
2017,24.01~25.01,신규,19,1,2024,500,39.69,5,1648,40,코아루어반스위트,,,47170,안동시,풍천면 갈전리,,오피스텔
2017,24.02~25.02,신규,25,1,2024,300,25.58,3,1631,42,코아루프라임시티오피스텔2차,,,47170,안동시,풍천면 갈전리,,오피스텔
2017,24.02~25.02,신규,23,1,2024,300,25.84,6,1631,45,코아루프라임시티오피스텔2차,,,47170,안동시,풍천면 갈전리,,오피스텔
2016,24.01~25.01,신규,6,1,2024,200,20.49,2,1658,32,경북도청 코아루프라임시티,,,47170,안동시,풍천면 갈전리,,오피스텔
2017,24.01~24.12,갱신,1,1,2024,300,23.85,3,1669,40,소유 메트로,300,40,47170,안동시,풍천면 갈전리,사용,오피스텔
2016,24.02~25.02,신규,19,1,2024,200,23.8,2,1664,37,경북도청이전신도시 리첼오피스텔,,,47170,안동시,풍천면 갈전리,,오피스텔
2017,24.01~25.01,신규,20,1,2024,200,25.84,3,1631,43,코아루프라임시티오피스텔2차,,,47170,안동시,풍천면 갈전리,,오피스텔
2013,24.02~25.01,신규,31,1,2024,"1,000",30.38,8,119-3,33,센트럴64,,,47170,안동시,당북동,,오피스텔
2016,,신규,1,1,2024,200,27.4,2,1664,37,경북도청이전신도시 리첼오피스텔,,,47170,안동시,풍천면 갈전리,,오피스텔
2016,24.01~26.01,신규,8,1,2024,300,23.96,17,77,40,구미송정유성푸르나임오피스텔,,,47190,구미시,송정동,,오피스텔
2019,24.01~26.01,신규,2,1,2024,"8,500",22.76,17,92-14,0,보미더리즌타워,,,47190,구미시,임수동,,오피스텔
2013,24.02~25.02,신규,31,1,2024,200,24.32,5,590,30,1동,,,47190,구미시,산동읍 봉산리,,오피스텔
2013,24.01~25.01,신규,24,1,2024,300,24.32,5,590,30,1동,,,47190,구미시,산동읍 봉산리,,오피스텔
2013,24.02~25.02,신규,31,1,2024,200,24.32,5,590,30,1동,,,47190,구미시,산동읍 봉산리,,오피스텔
2013,24.02~25.02,신규,31,1,2024,200,24.32,34,590,30,1동,,,47190,구미시,산동읍 봉산리,,오피스텔
2017,24.02~26.02,신규,25,1,2024,"8,100",35.73,7,74,0,송정태왕아너스타워,,,47190,구미시,송정동,,오피스텔
2014,24.02~25.02,신규,24,1,2024,500,47.11,2,173,45,임은태왕아너스파크,,,47190,구미시,임은동,,오피스텔
2017,24.01~26.01,신규,23,1,2024,"7,700",35.73,16,74,0,송정태왕아너스타워,,,47190,구미시,송정동,,오피스텔
2014,24.02~25.02,신규,21,1,2024,"1,000",47.11,3,173,45,임은태왕아너스파크,,,47190,구미시,임은동,,오피스텔
2021,24.02~26.02,신규,15,1,2024,"20,000",71.96,13,2057,0,영주가흥더리브스위트엠,,,47210,영주시,가흥동,,오피스텔
2021,24.02~26.02,신규,3,1,2024,"19,000",84.88,7,408,0,상주 미소지움 더퍼스트,,,47250,상주시,냉림동,,오피스텔
2022,24.02~26.02,신규,22,1,2024,"18,000",84.65,2,237-4,0,브리티시에스3차,,,47280,문경시,점촌동,,오피스텔
2022,,,20,1,2024,"20,000",84.65,2,237-4,0,브리티시에스3차,,,47280,문경시,점촌동,,오피스텔
2022,24.02~25.01,신규,14,1,2024,500,18.81,14,723,55,블루핀 임당스테이 오피스텔,,,47290,경산시,계양동,,오피스텔
2004,24.02~26.01,신규,30,1,2024,"1,000",39.77,6,726-9,55,옥산동 오피스텔,,,47290,경산시,옥산동,,오피스텔
2017,24.02~24.12,신규,23,1,2024,500,21.68,2,161-32,44,휴가오피스텔,,,47290,경산시,하양읍 금락리,,오피스텔
2017,24.02~25.02,신규,8,1,2024,500,21.68,4,161-32,43,휴가오피스텔,,,47290,경산시,하양읍 금락리,,오피스텔
2021,24.02~26.02,신규,25,1,2024,"7,000",25.91,5,521-2,0,탑 오피스텔,,,47750,청송군,진보면 각산리,,오피스텔
2021,24.01~26.01,신규,24,1,2024,"3,000",36.54,9,521-2,38,탑 오피스텔,,,47750,청송군,진보면 각산리,,오피스텔
2021,24.01~25.01,신규,28,1,2024,"2,000",36.54,2,521-2,50,탑 오피스텔,,,47750,청송군,진보면 각산리,,오피스텔
2021,,,20,1,2024,500,25.91,7,521-2,43,탑 오피스텔,,,47750,청송군,진보면 각산리,,오피스텔
2016,24.02~26.02,신규,20,1,2024,"4,000",24.56,4,1151,25,에비뉴시티,,,47900,예천군,호명읍 산합리,,오피스텔
2016,24.02~25.01,신규,25,1,2024,500,42.42,3,290-1,45,(290-1),,,47930,울진군,후포면 삼율리,,오피스텔
2018,24.01~25.01,신규,6,1,2024,500,30.72,4,162-5,65,미래리움,,,48121,창원시 의창구,사림동,,오피스텔
2019,24.02~25.02,신규,24,1,2024,500,28.26,6,161-1,65,현대 썬앤빌 더 스퀘어,,,48121,창원시 의창구,사림동,,오피스텔
2019,24.01~26.01,신규,15,1,2024,"1,000",23.28,7,161-1,60,현대 썬앤빌 더 스퀘어,,,48121,창원시 의창구,사림동,,오피스텔
2019,24.04~26.04,갱신,24,1,2024,"17,800",44.03,8,161-1,0,현대 썬앤빌 더 스퀘어,"17,800",,48121,창원시 의창구,사림동,사용,오피스텔
2019,24.02~25.02,신규,30,1,2024,500,28.26,4,161-1,60,현대 썬앤빌 더 스퀘어,,,48121,창원시 의창구,사림동,,오피스텔
2019,24.01~25.01,신규,19,1,2024,"1,000",59.51,19,784-1,140,어반브릭스,,,48121,창원시 의창구,중동,,오피스텔
2019,24.01~25.01,신규,22,1,2024,500,28.26,3,161-1,60,현대 썬앤빌 더 스퀘어,,,48121,창원시 의창구,사림동,,오피스텔
2019,24.02~25.02,신규,16,1,2024,500,28.26,6,161-1,60,현대 썬앤빌 더 스퀘어,,,48121,창원시 의창구,사림동,,오피스텔
2019,24.02~25.01,신규,26,1,2024,500,23.28,3,161-1,55,현대 썬앤빌 더 스퀘어,,,48121,창원시 의창구,사림동,,오피스텔
2019,24.02~25.02,신규,20,1,2024,500,28.23,9,162-7,55,미래리움2,,,48121,창원시 의창구,사림동,,오피스텔
2005,24.01~25.01,신규,11,1,2024,"5,000",58.9,7,76-1,40,스타 타워즈,,,48123,창원시 성산구,상남동,,오피스텔
2016,24.01~25.01,신규,3,1,2024,500,23.73,23,75-2,62,엠케이오피스텔,,,48123,창원시 성산구,상남동,,오피스텔
2003,24.01~25.01,신규,13,1,2024,300,22.63,8,25,35,네스트빌딩,,,48123,창원시 성산구,상남동,,오피스텔
,24.01~25.01,신규,24,1,2024,500,29.72,16,75-3,60,창원 디아트리에 오피스텔,,,48123,창원시 성산구,상남동,,오피스텔
2016,24.02~25.01,신규,17,1,2024,500,23.94,15,73-2,45,위드필타워,,,48123,창원시 성산구,상남동,,오피스텔
2016,24.01~25.01,신규,10,1,2024,500,23.73,10,75-2,50,엠케이오피스텔,,,48123,창원시 성산구,상남동,,오피스텔
2016,24.01~25.01,신규,15,1,2024,200,23.94,17,73-2,55,위드필타워,,,48123,창원시 성산구,상남동,,오피스텔
2017,24.02~25.02,신규,30,1,2024,500,19.44,17,94-2,45,창원광장 동광뷰엘,,,48123,창원시 성산구,중앙동,,오피스텔
1990,24.03~25.03,신규,17,1,2024,300,41.2,9,98-4,35,성원그랜드오피스텔,,,48123,창원시 성산구,중앙동,,오피스텔
